path	bytes	width	height	depth	colour	chunks	residue	palette_sha1	palette_entries	idat_bytes
RTP/Monster/Gorgon.png	2857	79	80	8	3	4	0	c07b1d6a413fcf701f068c8d325c9417761255a6	256	2020
RTP/Monster/Grell.png	2050	54	61	8	3	4	0	4654b22ba1ad20caf37b69838d8bcf6b4ab038ca	256	1213
RTP/Monster/Griffon.png	3267	90	82	8	3	4	0	f713269ed6be7a407a1ae09fc23c41b4c7a3fb11	256	2430
RTP/Monster/Harpy.png	3218	68	80	8	3	4	0	425bb37e8a51c3a7d03133ea08747e2e543d5087	256	2381
RTP/Monster/Hornet.png	1953	48	61	8	3	4	0	ceeac09224f6f91ee937b89e1305d74981cda79a	256	1116
RTP/Monster/Horse.png	3692	85	82	8	3	4	0	beb4b16e791db6cdbe98a87a61176cbf695d6176	256	2855
RTP/Monster/Hydra.png	9630	154	116	8	3	4	0	0ca402eff9c6c6a2f46408e720cf2a6ce767726f	256	8793
RTP/Monster/Ifreet.png	8592	110	155	8	3	4	0	9e8e98e71c33b27dd8db53186d7a1d851ef26f73	256	7755
RTP/Monster/Imp.png	2047	45	80	8	3	4	0	587a602df04f5b77c1a63f16139d03b2ee9112fe	256	1210
RTP/Monster/Jack-O-Lantern.png	2188	50	50	8	3	4	0	03946645c09f0d3f9ab142be336d530815bbe16a	256	1351
RTP/Monster/Kappa.png	2486	45	69	8	3	4	0	59ee93b4c72a6ac9e24f0b151e43d8ad3ec03a8e	256	1649
RTP/Monster/Kirin.png	4006	86	83	8	3	4	0	d090411a4b4ba827a4a85b6b6f1b8bd300ba3990	256	3169
RTP/Monster/Kobold.png	2798	47	63	8	3	6	0	f0cf7615be6d5fba3119a2922bceb7f5be2a1846	256	1901
RTP/Monster/Kraken.png	10263	105	152	8	3	4	0	2825f9548c88d5e16f311cc177007ddeb305cf99	256	9426
RTP/Monster/Kyuubi.png	9815	150	125	8	3	4	0	58d3905182580833592c121353ff4b2639667ab9	256	8978
RTP/Monster/Lakshmi.png	8524	100	158	8	3	4	0	1448831291ff6c99bf81d71eb8148b7dc8648da0	256	7687
RTP/Monster/Lamia.png	3688	65	76	8	3	4	0	b0c8c7082d1535208a06b817a2f2d305be5eda8c	256	2851
RTP/Monster/Leviathan.png	6055	102	145	8	3	4	0	b52fd051f96868730133b260f54f0761289992fd	256	5218
RTP/Monster/Lich.png	10247	112	160	8	3	4	0	ddce6a58dfaab07729529a71aefcda9715e3df79	256	9410
RTP/Monster/Lilith.png	9359	100	139	8	3	4	0	5bdfb25999fdf69be47d9f4a063e8426f9cebc97	256	8522
RTP/Monster/Lizard.png	2944	71	64	8	3	4	0	cfb9e3dc7c26e7eaac683ecf83aae55ccb204b53	256	2107
RTP/Monster/Lizardman.png	3145	62	81	8	3	4	0	93a44c31c3d0aa77b529576a821b9f728b2c442c	256	2308
RTP/Monster/Mammoth.png	9920	150	115	8	3	6	0	4fa3925e3ae07c1ecbae90b70ed4052ab072c204	256	9023
RTP/Monster/Manticore.png	5263	97	82	8	3	4	0	47c87e179b00c2e1c6f37a395e33271af553fc88	256	4426
RTP/Monster/Mantis.png	2655	66	70	8	3	4	0	352c152d6b173887be6e75f02b615ff797795e95	256	1818
RTP/Monster/Medusa.png	3020	69	76	8	3	4	0	3c606e76c3aa173aebf565fbc2e32609e11ae4a7	256	2183
RTP/Monster/Midgardsormr.png	9657	145	108	8	3	4	0	e3de6bfb85f284c0c412854bf400f6834e0d300c	256	8820
RTP/Monster/Mimic.png	2774	52	67	8	3	4	0	d909aee55895840dba57cd7ae002faeb4db1bf8b	256	1937
RTP/Monster/Minotaur.png	4346	82	82	8	3	4	0	8166377eb2df4d74cd5a8ba3eb3604f775ef81f9	256	3509
RTP/Monster/Mummy.png	2492	57	72	8	3	4	0	779face9a25a3b9fa7fdb48ba0482a68f4ed7b71	256	1655
RTP/Monster/Necromancer.png	3656	66	83	8	3	4	0	f877c62638003fc1ecb388ac72f7fb5dbf62e2fa	256	2819
RTP/Monster/Nepenthes.png	3527	68	75	8	3	4	0	f0b3dd86a46775550eb2806d936c5d8db7b87b4a	256	2690
RTP/Monster/Octopus.png	3096	68	66	8	3	4	0	5b744da5f4df62c1d7b4878505eb90132b9a213b	256	2259
RTP/Monster/Odin.png	5499	87	120	8	3	4	0	3f5665a8fe174c1ddd54fe7f6258e8f7a9463556	256	4662
RTP/Monster/Ogre.png	3989	70	80	8	3	4	0	6bfbb00139ad23b2749c0bde4ebb16f6afe622d1	256	3152
RTP/Monster/Oni.png	3575	64	81	8	3	4	0	b35b368a205ae673c9ea2cbab54d0366add4b2ca	256	2738
RTP/Monster/Orc.png	3347	53	71	8	3	6	0	19e37a2308a636baac8cecf6cf30050f2da88eaf	256	2450
RTP/Monster/Ouroboros.png	8514	155	96	8	3	4	0	e46852732a4594b8864e2c1ffb009cf30996e6b6	256	7677
RTP/Monster/Parasite.png	2379	52	79	8	3	4	0	fcae33713f1d6d3e48260a4412f9803546877939	256	1542
RTP/Monster/Phoenix.png	5071	140	67	8	3	4	0	318b517948ff6b290b36ba5b21a2154233ab9226	256	4234
RTP/Monster/Quetzalcoatl.png	8628	103	144	8	3	4	0	5f73d5a6681fe8f8a39fed5b1fd216c6c8da6aa7	256	7791
RTP/Monster/Remora.png	1789	55	59	8	3	4	0	43e480da0b250fb9200e7a0636f28fcec21bd6d8	256	952
RTP/Monster/Ryuu.png	8024	100	148	8	3	4	0	eda6f9f615b14789c7fda5a4c688958ca7c438c8	256	7187
RTP/Monster/Sahagin.png	3894	66	82	8	3	6	0	1eef90bcc06e9de3743e1d707d418621475213ee	256	2997
RTP/Monster/Salamander.png	2809	66	81	8	3	4	0	c2a83953828f884305ffff48265dd7e1759c3aad	256	1972
RTP/Monster/Satan.png	13874	195	158	8	3	4	0	272667f74d999af38062d859ce47ffc30bfc8348	256	13037
RTP/Monster/Scorpion.png	2774	70	64	8	3	4	0	726cdf7eb4c69c3f8b611c6cfb29170604efd8f1	256	1937
RTP/Monster/Scylla.png	4454	72	75	8	3	4	0	2e5bc668cd8186c221986e4c18458b9a13ca84ea	256	3617
RTP/Monster/Seraphim.png	5213	120	79	8	3	4	0	54644da7977d5edfe622bad4e608db2c7514f3e0	256	4376
RTP/Monster/Shadow.png	2131	54	65	8	3	4	0	4e55a58101a2d4fa944868d959f681ff1039c3ae	256	1294
RTP/Monster/Shark.png	2863	71	78	8	3	4	0	31fc6136d8d18ee57558a9911c78b856d1a849b9	256	2026
RTP/Monster/Siren.png	4246	72	77	8	3	4	0	710cf611d05e44f94728e95dd5dc664c32f7f303	256	3409
RTP/Monster/Skeleton.png	2421	50	73	8	3	4	0	136a8ab1a062100b34a49de7272a44f5dc2d92fd	256	1584
RTP/Monster/Slime.png	1773	53	34	8	3	4	0	77713cc011c152ff395b7c7b0b77ef4c4b089d52	256	936
RTP/Monster/Snake.png	2441	48	63	8	3	4	0	97ded0736916ab868e171aaf882d42920b27d0c9	256	1604
RTP/Monster/Sorcerer.png	2979	53	80	8	3	4	0	bbf36e4cb07e20510366b0d574044e0743025215	256	2142
RTP/Monster/Spectre.png	2926	50	68	8	3	4	0	78e1176a7e6e64972330bc6daf1c37b1127f55d8	256	2089
RTP/Monster/Sphinx.png	4678	95	83	8	3	4	0	435f75010fa94233c7ec884d87daa826bc1be9c0	256	3841
RTP/Monster/Spirit.png	2051	45	69	8	3	4	0	bc16ddf2c5d7e3f80add0814b18b2827895d080f	256	1214
RTP/Monster/Suzaku.png	7718	107	158	8	3	4	0	73a337d8a1c954bf4e119e4461e07a0daba219c3	256	6881
RTP/Monster/Sylph.png	2643	50	78	8	3	4	0	f43bc29a8a03f8db456b7773de5aa2750c618da4	256	1806
RTP/Monster/Tarantula.png	1736	52	54	8	3	4	0	dc735aebbb0969333b925881c07cfdcf70d62b22	256	899
RTP/Monster/Tiamat.png	12500	144	155	8	3	4	0	f0e758b4c198e9db1c6a8011173fe364f39e4182	256	11663
RTP/Monster/Titan.png	7351	106	158	8	3	4	0	a9581548a8e9870240a0078487dea0202cc25900	256	6514
RTP/Monster/Toad.png	2848	66	53	8	3	4	0	74a7f0d7f7a58d9b51bbc69acd6eade9dd97203e	256	2011
RTP/Monster/Treant.png	4446	66	82	8	3	4	0	478b673803f9d2a7d0dc6625beec7596af838de1	256	3609
RTP/Monster/Troll.png	6978	93	155	8	3	4	0	7fdf09b1dac4e9be5cd7bdc75595d51b2da4f65e	256	6141
RTP/Monster/Undead Knight.png	5758	87	160	8	3	4	0	a52b6fe252d5dd4d73e10618ec1c082d8db0efc0	256	4921
RTP/Monster/Unicorn.png	3743	83	83	8	3	4	0	e5fc77356cc684c17944cdad975238d0c98d803d	256	2906
RTP/Monster/Vampire.png	2992	71	84	8	3	4	0	8b5b8a19c2c2a05602f50deca01cfcbc0d0ab801	256	2155
RTP/Monster/Werewolf.png	3104	66	82	8	3	4	0	398ee532fd1818587bcbc5da4722d77db1b94b6a	256	2267
RTP/Monster/Wight.png	3487	50	83	8	3	4	0	a2dbb5da6204f632a712fa4c84aea63293819e7d	256	2650
RTP/Monster/Worm.png	3275	67	70	8	3	4	0	526128113a2483cf09ffaf90ce88b0f8755c10fb	256	2438
RTP/Monster/Wraith.png	2214	44	84	8	3	4	0	5c6547fd3c2f2fefba0f0c21a17ce3fe1b32e3ce	256	1377
RTP/Monster/Wyvern.png	6592	100	153	8	3	4	0	57b24088dcee55167aca8c07493f3948aee0ce14	256	5755
RTP/Monster/Zombie.png	2868	45	72	8	3	6	0	75da46e7ab3f7bfd5020dc07324bb265b5004a9d	256	1971
RTP/Panorama/Cosmos1.png	106425	640	480	8	3	4	0	6c99c21e5d9976f8e1f04de10b7d6bc7bf34dd32	256	105588
RTP/Panorama/Dawn1.png	37144	640	480	8	3	4	0	617a746782bb1703b23b2a1a62abcffc95ed2cf3	256	36307
RTP/Panorama/Dawn2.png	97820	640	480	8	3	4	0	7daa85ab073a8e2cc8e34cc0f78c7503842a51af	256	96983
RTP/Panorama/Dimension Rift.png	203435	640	480	8	3	4	0	296ada97e56a53b0a3ecc5705e904f907d9b5a05	256	202598
RTP/Panorama/Night Sky1.png	24376	640	480	8	3	4	0	13ea97d695205922165b0715b43e5e000b6dd723	256	23539
RTP/Panorama/Night Sky2.png	64973	640	480	8	3	4	0	72766cc0487179da06f5d96b4417f64d627ec26b	256	64136
RTP/Panorama/Planet1.png	20459	320	240	8	3	4	0	1ff7ed99ff451124246a93ae2753bab73cc93f52	256	19622
RTP/Panorama/Planet2.png	18429	320	240	8	3	4	0	42d99867d6c758122555cbb491ebaf9a1979e76f	256	17592
RTP/Panorama/Planet3.png	22891	320	240	8	3	4	0	29de83cae3f2a0bf4b745f94757d6d1f7d8e53fb	256	22054
RTP/Panorama/Sky1.png	31209	640	480	8	3	4	0	e5c5edd17a5fc20044c549d76f04a1eaa2e79013	256	30372
RTP/Panorama/Sky2.png	94873	640	480	8	3	4	0	62f94109828a226dc844084cb16068fe99ac63ed	256	94036
RTP/Panorama/Sunset1.png	28227	640	480	8	3	4	0	296feb147f294e5a2ab34b4037e6a9d82b0da2ee	256	27390
RTP/Panorama/Sunset2.png	83277	640	480	8	3	4	0	05b1299bac0e3844f0fef2d81b074c2748cb0549	256	82440
RTP/System/System.png	2075	160	80	8	3	4	0	ed06bc9f9778419445e509abff99dc8364fdd103	256	1238
RTP/System/SystemA.png	2783	160	80	8	3	6	0	0a9bb6b239a0a6cc8911963e01a16853c5139e7c	256	1886
RTP/System/SystemB.png	3018	160	80	8	3	6	0	86a59202698b08f9c30a1ee0aca38c19592842b7	256	2121
RTP/System/SystemC.png	3045	160	80	8	3	6	0	cd2ecbf3272d5aa1a10d5086d39701773cc00538	256	2148
RTP/System2/System2A.png	1437	80	96	8	3	4	0	5ee6963e8d9fefac87ea15016edc368eba8bdc39	256	600
RTP/System2/System2B.png	1604	80	96	8	3	4	0	6a54bda6407dbb2f48e915a0234856cdf37421f4	256	767
RTP/System2/System2C.png	1526	80	96	8	3	4	0	89871f7f6cb6706cc00a577f8e4d73e8eac086a3	256	689
RTP/Title/Title1.png	57002	320	240	8	3	7	0	8f2806de0a218a9dc80166900f8f2d79e39f9d11	256	53474
RTP/Title/Title2.png	81971	320	240	8	3	7	0	90916de97be1c71c179f762e2147331f144efb8e	256	78443
RTP/Title/Title3.png	67471	320	240	8	3	7	0	0ddfd0bf606c99e1a80e5848e09d54e6ecac3a57	256	63943
RTP/Title/Title4.png	62942	320	240	8	3	7	0	20548fd835d83e5d9532523e98943a098afd2aa8	256	59414
Sample/ArcheiaPictureTutorial/ChipSet/Dungeon.png	31898	480	256	8	3	4	0	d62dc72b14dcf5017244d0e472139df16c9851ff	256	31061
Sample/ArcheiaPictureTutorial/ChipSet/Exterior.png	37418	480	256	8	3	4	0	72747cdf64e74cec0ec651718e431985b7b46e48	256	36581
Sample/ArcheiaPictureTutorial/ChipSet/Interior.png	55746	480	256	8	3	7	0	515773ee2d9ed84d6a3f68ae02b4981dda7db9fa	256	40458
Sample/ArcheiaPictureTutorial/ChipSet/Ship.png	30723	480	256	8	3	4	0	93820f50914c601bbde4e6029e15c01426a82fe3	256	29886
Sample/ArcheiaPictureTutorial/ChipSet/World.png	34930	480	256	8	3	4	0	98e38f9c90f5283f41d94858e4b087a7a557a557	256	34093
Sample/ArcheiaPictureTutorial/FaceSet/Actor1.png	27674	192	192	8	3	4	0	14cf019c72ae38b7fa47ae4deb8d1a483564e131	256	26837
Sample/ArcheiaPictureTutorial/FaceSet/Actor2.png	28952	192	192	8	3	4	0	3d6192408d5483aac606751ccc69eb941847a3e4	256	28115
Sample/ArcheiaPictureTutorial/FaceSet/Monster.png	24635	192	192	8	3	4	0	f06675cf035fda847722c1a9307c0ee35491c500	256	23798
Sample/ArcheiaPictureTutorial/FaceSet/People1.png	27094	192	192	8	3	4	0	ea46fccac77868705227e500ea79e2fe0e477563	256	26257
Sample/ArcheiaPictureTutorial/FaceSet/People2.png	25982	192	192	8	3	4	0	4782544e9700bdbe5984da6827d5b9389d85b9d2	256	25145
Sample/ArcheiaPictureTutorial/Picture/INPUTDISPLAY.png	1111	208	32	8	3	8	0	c42036afd08e0e39d9b286eeafce38a29d093a75	256	137
Sample/ArcheiaPictureTutorial/Picture/POLAROID.png	17007	320	240	8	3	7	0	85550157cc39025f68d44e5d79e3d9c5d04eeef3	256	1277
Sample/ArcheiaPictureTutorial/Picture/RTPHEROES[3, 3].png	5845	144	144	8	3	4	0	e69491f3bb69e37d649b23f40ab2461aa3fb5b45	256	5008
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_1.png	17243	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	1500
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_2.png	17277	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	1534
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_3.png	16854	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	1111
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_4.png	16652	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	909
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_5.png	1720	144	48	8	3	4	0	03759315c89f3e733aa6bda5bd0f6c238985f337	256	883
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_6.png	16734	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	991
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_7.png	17080	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	1337
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_8.png	17154	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	1411
Sample/ArcheiaPictureTutorial/Picture/RTPHERO_9.png	16708	144	48	8	3	7	0	ef929c402359676a75fb60415b4db96ab6fca016	256	971
Sample/ArcheiaPictureTutorial/Picture/Zahl0.png	957	15	22	8	3	4	0	839ebb11a03c7d7706daf2cf3a3c855c755ffebf	256	120
Sample/ArcheiaPictureTutorial/Picture/Zahl1.png	910	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	73
Sample/ArcheiaPictureTutorial/Picture/Zahl2.png	921	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	84
Sample/ArcheiaPictureTutorial/Picture/Zahl3.png	934	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	97
Sample/ArcheiaPictureTutorial/Picture/Zahl4.png	927	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	90
Sample/ArcheiaPictureTutorial/Picture/Zahl5.png	929	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	92
Sample/ArcheiaPictureTutorial/Picture/Zahl6.png	936	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	99
Sample/ArcheiaPictureTutorial/Picture/Zahl7.png	919	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	82
Sample/ArcheiaPictureTutorial/Picture/Zahl8.png	927	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	90
Sample/ArcheiaPictureTutorial/Picture/Zahl9.png	930	15	22	8	3	4	0	9f305cbbdb92ae4c01eed0240b4b8433c1db8aaf	256	93
Sample/ArcheiaPictureTutorial/Picture/magiccircle.png	2294	288	48	8	3	4	0	8f1b89357d6a8714c6b607a8675f697ec5a33d92	256	1457
Sample/ArcheiaPictureTutorial/System/System.png	2075	160	80	8	3	4	0	ed06bc9f9778419445e509abff99dc8364fdd103	256	1238
Sample/ArcheiaPictureTutorial/System/SystemA.png	2783	160	80	8	3	6	0	0a9bb6b239a0a6cc8911963e01a16853c5139e7c	256	1886
Sample/ArcheiaPictureTutorial/System/SystemB.png	2356	160	80	8	3	4	0	72feaed45d4d081e1a3c8701195234a012f25d0e	256	1519
Sample/ArcheiaPictureTutorial/System/SystemC.png	3045	160	80	8	3	6	0	cd2ecbf3272d5aa1a10d5086d39701773cc00538	256	2148
